Ciudad,# Centro,Centro,# Planta Mensual,# Bajas Mensual,% Rotación Mensual,Planta Promedio AM,# Bajas Anual Movil,Rotacion AM
"CUAUTLANCINGO, PUE",169902,,13,0,0,13,7,0.5384615384615384
"TOLUCA, EDO MEX",153206,,13,1,0.07692307692307693,13,7,0.5384615384615384
"CUAUTLANCINGO, PUE",169902,CTLG EMBARQUES I,13,0,0,13,7,0.5384615384615384
STA ANA CHIAUTE,163702,,14,0,0,13,7,0.5384615384615384
"LOS MOCHIS, SIN",150604,LMCH DESCARGA I,42,4,0.09523809523809523,41,22,0.5365853658536586
IZTAPALAPA D.F.,201022,,12,0,0,15,8,0.5333333333333333
"NUEVO LAREDO, T",155601,NLRD DISTRIBUCION I,16,4,0.25,15,8,0.5333333333333333
"NUEVO LAREDO, T",155601,,17,0,0,15,8,0.5333333333333333
CUAUTITLAN IZCA,216808,CTLZ PICKING DOBLADO,18,0,0,17,9,0.5294117647058824
"MEXICALI, BCN.",211401,,17,0,0,17,9,0.5294117647058824
"HERMOSILLO, SON",200226,,18,1,0.05555555555555555,17,9,0.5294117647058824
"MEXICALI, BCN.",211401,MXLI TALLER AUTOMOTRIZ,17,1,0.058823529411764705,17,9,0.5294117647058824
AGUASCALIENTES,151701,AGCS DISTRIBUCION,20,0,0,19,10,0.5263157894736842
AGUASCALIENTES,151701,,21,0,0,19,10,0.5263157894736842
"LA PAZ, BCS",202301,,19,1,0.05263157894736842,19,10,0.5263157894736842
"LOS MOCHIS, SIN",201516,,19,1,0.05263157894736842,19,10,0.5263157894736842
"TECAMAC, EDO ME",217410,TCMC SORTER,39,1,0.02564102564102564,40,21,0.525
"PUEBLA, PUEBLA.",216102,PBLA ZAPATERIA,39,2,0.05128205128205128,40,21,0.525
"LOS MOCHIS, SIN",150604,,44,2,0.045454545454545456,42,22,0.5238095238095238
"GOMEZ PAL, DGO.",200305,,24,0,0,23,12,0.5217391304347826
GUADALAJARA JAL,153905,,29,1,0.034482758620689655,31,16,0.5161290322580645
GUADALAJARA JAL,153905,GDLJ DESCARGA I,29,3,0.10344827586206896,31,16,0.5161290322580645
"GOMEZ PAL, DGO.",215803,GPLC DOBLADO,32,1,0.03125,33,17,0.5151515151515151
"GOMEZ PAL, DGO.",215803,,33,2,0.06060606060606061,33,17,0.5151515151515151
AZCAPOTZALCO DF,200723,AZCP DISTRIBUCION III,37,0,0,33,17,0.5151515151515151
"TECAMAC, EDO ME",217403,TCMC ZAPATERIA,36,0,0,39,20,0.5128205128205128
"TOLUCA, EDO MEX",153207,,90,1,0.011111111111111112,80,41,0.5125
"MONTERREY, N.L.",200521,MTRY OPERACION EQ TRANSPORTE,42,2,0.047619047619047616,53,27,0.5094339622641509
"MERIDA, YUCATAN",201725,MRDA DISTRIBUCION III AA,4,0,0,4,2,0.5
"PUEBLA, PUEBLA.",200813,,2,0,0,2,1,0.5
"LEON, GTO.",215310,,13,1,0.07692307692307693,14,7,0.5
SAN LUIS POTOSI,152205,,2,0,0,2,1,0.5
SAN LUIS POTOSI,212208,,4,0,0,4,2,0.5
TLAQUEPAQUE,218108,TLQP ZONA BODEGA ROPA,6,0,0,6,3,0.5
"HERMOSILLO, SON",200241,HLLO DISTRIBUCION IV,3,0,0,2,1,0.5
"GUAYMAS, SONORA",150902,,2,0,0,2,1,0.5
CD CONSTITUCION,164301,CDCT DISTRIBUCION,8,1,0.125,8,4,0.5
"TECAMAC, EDO ME",201824,,2,0,0,2,1,0.5
TECAMAC,201843,,3,0,0,4,2,0.5
"CHIHUAHUA, CHI",151606,CHUA COORDINACION TRANSPORTE,2,0,0,2,1,0.5
"CD JUAREZ, CHIU",150106,,2,0,0,2,1,0.5
"HERMOSILLO, SON",200217,,5,1,0.2,6,3,0.5
TLAQUEPAQUE,159512,TLQP DISTRIBUCION VII AA,8,2,0.25,8,4,0.5
"MEXICALI, BCN.",201414,,2,0,0,2,1,0.5
TECAMAC,201842,TCMD EMBARQUES,6,0,0,6,3,0.5
CD DEL CARMEN,157601,CDCN DISTRIBUCION,9,0,0,8,4,0.5
"TECAMAC, EDO ME",217403,,35,1,0.02857142857142857,38,19,0.5
TECAMAC,201840,,9,1,0.1111111111111111,8,4,0.5
TECAMAC,201842,,6,0,0,6,3,0.5
"TECAMAC, EDO ME",201858,TCMC COORDINACION TRANSP,2,0,0,2,1,0.5
"CHIHUAHUA, CHI",215414,,2,0,0,2,1,0.5
"TOLUCA, EDO MEX",217809,TOLC STAFF BODEGA ROPA,14,0,0,14,7,0.5
AGUASCALIENTES,212108,,6,0,0,6,3,0.5
"TIJUANA, BCN",215219,,4,0,0,4,2,0.5
"TOLUCA, EDO MEX",217807,TOLC PICKING COLGADO,22,1,0.045454545454545456,22,11,0.5
"TOLUCA, EDO MEX",217803,TOLC COLGADO II,17,2,0.11764705882352941,18,9,0.5
CD CONSTITUCION,164301,,8,0,0,8,4,0.5
"TULANCINGO, HGO",161802,TNGO DISTRIBUCION FORANEO,10,0,0,10,5,0.5
ZACATLAN D L MA,162801,ZCTL DISTRIBUCION,4,0,0,4,2,0.5
"CUAUTLANCINGO, PUE",169909,,12,0,0,12,6,0.5
TEXCOCO EDO MEX,218232,TXCC HABILITADO MOTOS,9,1,0.1111111111111111,8,4,0.5
"LOS MOCHIS, SIN",217301,LMCH PICKING ZAPATO,15,0,0,16,8,0.5
OAXACA OAXACA,157504,,2,0,0,2,1,0.5
"LEON, GTO.",215307,LEON PICKING COLGADO,15,0,0,14,7,0.5
TEXCOCO EDO MEX,218212,TXCC SUMINISTROS,2,1,0.5,2,1,0.5
"LOS MOCHIS, SIN",150606,LMCH DISTRIBUCION I AAA,2,0,0,2,1,0.5
"CHIHUAHUA, CHI",215411,CHUA LOTEO,8,0,0,8,4,0.5
"PUEBLA, PUEBLA.",200813,PBLA OFICINA CONTROL,2,0,0,2,1,0.5
"MONTERREY, N.L.",200521,,42,4,0.09523809523809523,52,26,0.5
AZCAPOTZALCO DF,200727,AZCP TRASLADO,27,1,0.037037037037037035,26,13,0.5
"GOMEZ PAL, DGO.",200328,GPLC COORDINACION TRANSP,2,0,0,2,1,0.5
"LEON, GTO.",210303,LEON HABILITADO MOTOS,6,0,0,6,3,0.5
ZACATLAN D L MA,162801,,4,0,0,4,2,0.5
"TULANCINGO, HGO",161802,,10,0,0,10,5,0.5
TLAQUEPAQUE,159510,TLQP DISTRIBUCION IV AAA,2,0,0,2,1,0.5
AZCAPOTZALCO DF,215701,AZCP COLGADO I,3,0,0,4,2,0.5
"MEXICALI, BCN.",201412,,3,0,0,4,2,0.5
"MEXICALI, BCN.",215202,,7,0,0,8,4,0.5
"MEXICALI, BCN.",215201,,11,1,0.09090909090909091,12,6,0.5
"MERIDA, YUCATAN",201725,,4,0,0,4,2,0.5
"MERIDA, YUCATAN",201718,MRDA RACK,18,1,0.05555555555555555,16,8,0.5
CD DEL CARMEN,157601,,9,0,0,8,4,0.5
"TIJUANA, BCN",153510,TJNA DISTRIBUCION IV A,6,0,0,4,2,0.5
SAN LUIS POTOSI,151706,#N/A,6,0,0,2,1,0.5
IZTAPALAPA D.F.,157908,,2,0,0,2,1,0.5
SAN LUIS POTOSI,152205,SNLP DISTRIBUCION RAC II,2,0,0,2,1,0.5
"LEON, GTO.",200406,LEON DISTRIBUCION I,31,1,0.03225806451612903,30,15,0.5
SAN LUIS POTOSI,212208,#N/A,4,0,0,4,2,0.5
VERACRUZ VER,202015,VRCZ RACK,19,1,0.05263157894736842,18,9,0.5
"LOS MOCHIS, SIN",150606,,2,0,0,2,1,0.5
"LEON, GTO.",201427,,7,1,0.14285714285714285,2,1,0.5
GUADALAJARA JAL,200614,GDLJ LOTEO,10,0,0,10,5,0.5
"GOMEZ PAL, DGO.",200322,,10,0,0,12,6,0.5
"LEON, GTO.",210303,,6,0,0,6,3,0.5
IZTAPALAPA D.F.,157908,IZTP ESTACION RAC,2,1,0.5,2,1,0.5
"CD JUAREZ, CHIU",150105,CDJZ DISTRIBUCIÓN RAC,2,0,0,2,1,0.5
IZTAPALAPA D.F.,201028,IZTP COORDINACION TRANSP,2,0,0,2,1,0.5
"IXTAPALUCA, E.M",201631,,1,0,0,2,1,0.5
"GOMEZ PAL, DGO.",200328,,2,0,0,2,1,0.5
GUADALAJARA JAL,215606,GDLJ COLGADO II,8,0,0,8,4,0.5
"HERMOSILLO, SON",200229,HLLO TALLER DE SERVICIOS 2,5,1,0.2,6,3,0.5
"IXTAPALUCA, E.M",201624,,13,0,0,14,7,0.5
"IXTAPALUCA, E.M",216902,,15,2,0.13333333333333333,14,7,0.5
"MAGDALENA, SON",168701,,4,0,0,4,2,0.5
"HERMOSILLO, SON",200229,,7,0,0,6,3,0.5
"TLAXIACO, OAX",168901,TLXI DISTRIBUCION,6,0,0,6,3,0.5
"HERMOSILLO, SON",200241,,3,0,0,2,1,0.5
"HERMOSILLO, SON",215905,,14,1,0.07142857142857142,14,7,0.5
"CANANEA, SON",166601,,4,0,0,4,2,0.5
TEXCOCO EDO MEX,218205,,15,2,0.13333333333333333,16,8,0.5
TLAQUEPAQUE,218108,,6,0,0,6,3,0.5
TLAQUEPAQUE,159506,,11,0,0,12,6,0.5
TLAQUEPAQUE,159513,,8,1,0.125,8,4,0.5
TLAQUEPAQUE,159510,,3,0,0,2,1,0.5
TLAQUEPAQUE,159501,,19,0,0,20,10,0.5
"IXTAPALUCA, E.M",201631,IXTP COORDINACION TRANSP,1,0,0,2,1,0.5
TLAQUEPAQUE,218101,,14,2,0.14285714285714285,18,9,0.5
"CD GUZMAN, JAL",166804,,12,0,0,12,6,0.5
"VALLARTA, JAL.",151801,,29,0,0,26,13,0.5
"GOMEZ PAL, DGO.",200324,GPLC PISO,9,0,0,10,5,0.5
GUADALAJARA JAL,200623,,2,0,0,2,1,0.5
CIUDAD MANTE,158502,CDMT OPERACION Y EQ DE TRANSP,3,0,0,2,1,0.5
GUADALAJARA JAL,200614,,9,1,0.1111111111111111,10,5,0.5
"IXTAPALUCA, E.M",216906,IXTP ZONA BODEGA ROPA,4,0,0,4,2,0.5
GUADALAJARA JAL,215606,,8,0,0,8,4,0.5
"MEXICALI, BCN.",150715,MXLI DISTRIBUCION II AAA,4,0,0,2,1,0.5
GUADALAJARA JAL,200623,GDLJ COORDINACION TRANSP,2,0,0,2,1,0.5
TEXCOCO EDO MEX,218201,TXCC ZONA CEDIS,6,0,0,6,3,0.5
TLAQUEPAQUE,202220,TLQP BODEGA MUEBLES,10,0,0,8,4,0.5
TLAQUEPAQUE,218111,TLQP ENVIO A CLIENTES,16,0,0,16,8,0.5
CULIACAN SIN.,200130,,16,1,0.0625,20,10,0.5
TLAQUEPAQUE,159501,TLQP DISTRIBUCION I,20,1,0.05,20,10,0.5
"CANANEA, SON",166601,CNEA DISTRIBUCION,4,0,0,4,2,0.5
"MAGDALENA, SON",168701,MGLA DISTRIBUCION,4,0,0,4,2,0.5
"LOS MOCHIS, SIN",217309,,9,1,0.1111111111111111,10,5,0.5
"CHIHUAHUA, CHI",151606,,2,0,0,2,1,0.5
"GUAYMAS, SONORA",150902,GYMS DISTRIBUCION FORANEO,2,0,0,2,1,0.5
"CHIHUAHUA, CHI",215413,,4,0,0,4,2,0.5
"CHIHUAHUA, CHI",215411,,8,1,0.125,8,4,0.5
"CD JUAREZ, CHIU",150105,,2,0,0,2,1,0.5
"CD JUAREZ, CHIU",150101,,4,1,0.25,4,2,0.5
"TIJUANA, BCN",215219,TJNA TALLER DE SERVICIOS,4,0,0,4,2,0.5
"MEXICALI, BCN.",201412,MXLI PISO,3,1,0.3333333333333333,4,2,0.5
VILLAHERMOSA,156707,,2,0,0,2,1,0.5
TEXCOCO EDO MEX,218212,,2,0,0,2,1,0.5
"LEON, GTO.",215307,,13,2,0.15384615384615385,14,7,0.5
"IXTAPALUCA, E.M",216906,,4,0,0,4,2,0.5
AZCAPOTZALCO DF,200724,,14,1,0.07142857142857142,14,7,0.5
"MEXICALI, BCN.",201414,MXLI SUMINISTROS,2,0,0,2,1,0.5
AZCAPOTZALCO DF,215701,,1,0,0,4,2,0.5
"EMILIANO ZAPATA, TAB",166001,EZTA DISTRIBUCION,10,0,0,10,5,0.5
"TOLUCA, EDO MEX",202125,,49,0,0,47,23,0.48936170212765956
"TOLUCA, EDO MEX",202125,TOLC TRASLADO,47,4,0.0851063829787234,47,23,0.48936170212765956
TLAQUEPAQUE,218103,,31,2,0.06451612903225806,33,16,0.48484848484848486
"HERMOSILLO, SON",215902,HLLO DOBLADO,26,2,0.07692307692307693,29,14,0.4827586206896552
TEXCOCO EDO MEX,218208,,27,2,0.07407407407407407,27,13,0.48148148148148145
TLAQUEPAQUE,202202,,23,2,0.08695652173913043,23,11,0.4782608695652174
"MEXICALI, BCN.",150707,MXLI IMP EMBARQUES IMPORTACION,23,1,0.043478260869565216,23,11,0.4782608695652174
"IXTAPALUCA, E.M",201619,,63,3,0.047619047619047616,61,29,0.47540983606557374
"PUEBLA, PUEBLA.",216102,,40,0,0,40,19,0.475
"LA PAZ, BCS",202301,LPAZ OPERACION EQ TRANSPORTE,19,1,0.05263157894736842,19,9,0.47368421052631576
"GOMEZ PAL, DGO.",200307,,17,2,0.11764705882352941,19,9,0.47368421052631576
AZCAPOTZALCO DF,210701,AZCP TALLER AUTOMOTRIZ,17,0,0,19,9,0.47368421052631576
VILLAHERMOSA,156705,VLLH DISTRIBUCION V,26,1,0.038461538461538464,19,9,0.47368421052631576
"PUEBLA, PUEBLA.",153304,PBLA DESCARGA I,19,2,0.10526315789473684,19,9,0.47368421052631576
VERACRUZ VER,155307,,22,0,0,19,9,0.47368421052631576
AZCAPOTZALCO DF,210701,,17,0,0,19,9,0.47368421052631576
"MEXICALI, BCN.",201408,,17,0,0,17,8,0.47058823529411764
"IXTAPALUCA, E.M",201610,,18,0,0,17,8,0.47058823529411764
"MEXICALI, BCN.",201408,MXLI TALLER DE SERVICIOS 2,17,0,0,17,8,0.47058823529411764
"IXTAPALUCA, E.M",201610,IXTP TALLER AUTOMOTRIZ,17,0,0,17,8,0.47058823529411764
AZCAPOTZALCO DF,200723,,37,0,0,34,16,0.47058823529411764
TAPACHULA CHIAP,160701,,14,1,0.07142857142857142,15,7,0.4666666666666667
"HERMOSILLO, SON",215903,HLLO COLGADO II,14,3,0.21428571428571427,15,7,0.4666666666666667
TAPACHULA CHIAP,160701,TPCH DISTRIBUCION,14,2,0.14285714285714285,15,7,0.4666666666666667
"GOMEZ PAL, DGO.",215809,GPLC PICKING DOBLADO,27,2,0.07407407407407407,28,13,0.4642857142857143
"HERMOSILLO, SON",215902,,27,1,0.037037037037037035,28,13,0.4642857142857143
"MONTERREY, N.L.",215513,,27,0,0,26,12,0.46153846153846156
"MERIDA, YUCATAN",201713,MRDA TALLER DE SERVICIO 2,12,1,0.08333333333333333,13,6,0.46153846153846156
TLAQUEPAQUE,159507,TLQP EMBARQUES II,11,0,0,13,6,0.46153846153846156
TLAQUEPAQUE,159506,TLQP EMBARQUES I,9,0,0,13,6,0.46153846153846156
"CUAUTLANCINGO, PUE",169903,,13,1,0.07692307692307693,13,6,0.46153846153846156
TEXCOCO EDO MEX,218208,TXCC RACK ALTO,27,3,0.1111111111111111,26,12,0.46153846153846156
MARTINEZ DE TOR,168101,.MZDT DISTRIBUCION,13,1,0.07692307692307693,13,6,0.46153846153846156
"CUAUTLANCINGO, PUE",169903,CTLG EMBARQUES II,13,0,0,13,6,0.46153846153846156
"ZACATECAS, ZAC",154401,ZCTS DISTRIBUCION,13,0,0,13,6,0.46153846153846156
"IXTAPALUCA, E.M",201618,,10,0,0,13,6,0.46153846153846156
VERACRUZ VER,202010,,13,0,0,13,6,0.46153846153846156
"MONTERREY, N.L.",215513,MTRY HABILITADO,26,1,0.038461538461538464,26,12,0.46153846153846156
"IXTAPALUCA, E.M",201618,IXTP TALLER DE SERVICIO 3,10,0,0,13,6,0.46153846153846156
TEXCOCO EDO MEX,218213,,24,0,0,24,11,0.4583333333333333
TEXCOCO EDO MEX,218213,TXCC ENVÍO A CLIENTES,24,2,0.08333333333333333,24,11,0.4583333333333333
VERACRUZ VER,202012,,11,0,0,11,5,0.45454545454545453
CULIACAN SIN.,200111,CLCN DISTRIBUCION I,23,0,0,22,10,0.45454545454545453
TEXCOCO EDO MEX,218228,,90,5,0.05555555555555555,88,40,0.45454545454545453
TLAQUEPAQUE,218103,TLQP DOBLADO,30,3,0.1,33,15,0.45454545454545453
"ENSENADA, BCN",153604,,12,0,0,11,5,0.45454545454545453
VERACRUZ VER,202012,VRCZ TALLER DE SERVICIOS 2,11,0,0,11,5,0.45454545454545453
JIUTEPEC MORELO,161903,JUTP DISTRIBUCION FORANEO,12,0,0,11,5,0.45454545454545453
"ENSENADA, BCN",153604,ENSD OPERACION EQ TRANSPORTE,12,0,0,11,5,0.45454545454545453
"TECAMAC, EDO ME",201866,,32,2,0.0625,31,14,0.45161290322580644
"TECAMAC, EDO ME",201866,TCMC DISTRIBUCION IV AA,32,1,0.03125,31,14,0.45161290322580644
"TECAMAC, EDO ME",201822,,21,0,0,20,9,0.45
"LOS MOCHIS, SIN",150602,LMCH EMBARQUES I,17,1,0.058823529411764705,20,9,0.45
TLAQUEPAQUE,218102,TLQP COLGADO II,19,1,0.05263157894736842,20,9,0.45
"GOMEZ PAL, DGO.",215804,GPLC COLGADO II,17,1,0.058823529411764705,18,8,0.4444444444444444
VERACRUZ VER,165302,VRCZ EMBARQUES I,9,0,0,9,4,0.4444444444444444
"TOLUCA, EDO MEX",217803,,18,0,0,18,8,0.4444444444444444
ATLACOMULCO,164902,ATLC DISTRIBUCION FORANEO,10,1,0.1,9,4,0.4444444444444444
"ZACATECAS, ZAC",154404,,9,0,0,9,4,0.4444444444444444
"URUAPAN, MICH.",152601,URPN DISTRIBUCION,9,1,0.1111111111111111,9,4,0.4444444444444444
TEXCOCO EDO MEX,218231,,18,2,0.1111111111111111,18,8,0.4444444444444444
"SILAO, GUANAJUA",201426,SLAO DISTRIBUCION,30,1,0.03333333333333333,27,12,0.4444444444444444
"LEON, GTO.",200424,LEON PISO,8,1,0.125,9,4,0.4444444444444444
CULIACAN SIN.,200120,CLCN BODEGA MUEBLES,11,0,0,9,4,0.4444444444444444
"URUAPAN, MICH.",152601,,9,0,0,9,4,0.4444444444444444
GUADALAJARA JAL,215611,GDLJ HABILITADO,10,0,0,9,4,0.4444444444444444
"LEON, GTO.",200424,,8,0,0,9,4,0.4444444444444444
"PARRAL, CHIHUAH",156201,PRRL DISTRIBUCION,9,0,0,9,4,0.4444444444444444
CUAUTITLAN IZCA,201111,,9,0,0,9,4,0.4444444444444444
"PARRAL, CHIHUAH",156201,,9,0,0,9,4,0.4444444444444444
VILLAHERMOSA,200915,,28,1,0.03571428571428571,27,12,0.4444444444444444
"LEON, GTO.",200410,,49,3,0.061224489795918366,50,22,0.44
IZTAPALAPA D.F.,201009,,25,2,0.08,25,11,0.44
CULIACAN SIN.,215107,,25,1,0.04,25,11,0.44
TEXCOCO EDO MEX,218218,,16,1,0.0625,16,7,0.4375
CUAUTITLAN IZCA,201323,CTLZ LOTEO,16,0,0,16,7,0.4375
"BANDERILLA, VER",161302,BDLL DISTRIBUCION,16,1,0.0625,16,7,0.4375
"IRAPUATO, GTO.",154601,,11,2,0.18181818181818182,16,7,0.4375
GUADALAJARA JAL,200604,,15,1,0.06666666666666667,16,7,0.4375
CULIACAN SIN.,200133,,29,2,0.06896551724137931,32,14,0.4375
CULIACAN SIN.,200133,CLCN TRASLADO,28,3,0.10714285714285714,32,14,0.4375
"MEXICALI, BCN.",150707,,23,0,0,23,10,0.43478260869565216
TLAQUEPAQUE,202202,TLQP TALLER DE SERVICIOS 1,23,1,0.043478260869565216,23,10,0.43478260869565216
"CD JUAREZ, CHIU",150104,,23,1,0.043478260869565216,23,10,0.43478260869565216
"GOMEZ PAL, DGO.",200330,,37,0,0,37,16,0.43243243243243246
AZCAPOTZALCO DF,215703,AZCP DOBLADO,6,0,0,7,3,0.42857142857142855
TEXCOCO EDO MEX,218210,,7,0,0,7,3,0.42857142857142855
"TOLUCA, EDO MEX",202120,TOLC ZONA BODEGA MUEBLES,6,0,0,7,3,0.42857142857142855
TEXCOCO EDO MEX,218210,TXCC UNIT SORTER,7,0,0,7,3,0.42857142857142855
TIERRA BLANCA,167101,,13,1,0.07692307692307693,7,3,0.42857142857142855
"CUAUTLANCINGO, PUE",201210,,43,3,0.06976744186046512,35,15,0.42857142857142855
TEXCOCO EDO MEX,218202,,6,1,0.16666666666666666,7,3,0.42857142857142855
"LEON, GTO.",215310,LEON HABILITADO,14,0,0,14,6,0.42857142857142855
"TOLUCA, EDO MEX",202128,,13,0,0,14,6,0.42857142857142855
"SILAO, GUANAJUA",201426,,29,2,0.06896551724137931,28,12,0.42857142857142855
GUADALAJARA JAL,153902,GDLJ DISTRIBUCION II,28,1,0.03571428571428571,28,12,0.42857142857142855
"HERMOSILLO, SON",215905,HLLO COLGADO I,14,2,0.14285714285714285,14,6,0.42857142857142855
CULIACAN SIN.,215115,CLCN PICKING COLGADO,28,0,0,28,12,0.42857142857142855
"IXTAPALUCA, E.M",201619,IXTP OPERACION EQ TRANSPORTE,62,3,0.04838709677419355,61,26,0.4262295081967213
AZCAPOTZALCO DF,200727,,28,0,0,26,11,0.4230769230769231
"PUEBLA, PUEBLA.",216101,,45,0,0,45,19,0.4222222222222222
"PUEBLA, PUEBLA.",216101,PBLA DOBLADO,45,2,0.044444444444444446,45,19,0.4222222222222222
"GOMEZ PAL, DGO.",200330,GPLC OPERACION EQ TRANSPORT II,35,0,0,38,16,0.42105263157894735
TEXCOCO EDO MEX,218223,,21,2,0.09523809523809523,19,8,0.42105263157894735
AGUASCALIENTES,212106,,21,1,0.047619047619047616,19,8,0.42105263157894735
AZCAPOTZALCO DF,200707,,30,2,0.06666666666666667,31,13,0.41935483870967744
CULIACAN SIN.,215108,CLCN DOBLADO,43,0,0,43,18,0.4186046511627907
TLAQUEPAQUE,202206,TLQP OPERACION EQ TRANSPORTE I,12,0,0,12,5,0.4166666666666667
CABO SAN LUCAS,155801,CSLC DISTRIBUCION,11,0,0,12,5,0.4166666666666667
"RIO VERDE, SLP",165701,,12,1,0.08333333333333333,12,5,0.4166666666666667
TLAQUEPAQUE,202209,TLQP TALLER AUTOMOTRIZ,25,1,0.04,24,10,0.4166666666666667
"LEON, GTO.",215306,LEON COLGADO II,12,0,0,12,5,0.4166666666666667
"LEON, GTO.",215306,,12,1,0.08333333333333333,12,5,0.4166666666666667
IZTAPALAPA D.F.,157907,,12,0,0,12,5,0.4166666666666667
"IXTAPALUCA, E.M",201615,,12,1,0.08333333333333333,12,5,0.4166666666666667
IZTAPALAPA D.F.,201009,IZTP DISTRIBUCION III,25,1,0.04,24,10,0.4166666666666667
IZTAPALAPA D.F.,157907,IZTP DISTRIBUCION X RAC,12,0,0,12,5,0.4166666666666667
CIUDAD MANTE,158501,,12,0,0,12,5,0.4166666666666667
CIUDAD MANTE,158501,CDMT DISTRIBUCION,12,0,0,12,5,0.4166666666666667
VERACRUZ VER,202011,,11,2,0.18181818181818182,12,5,0.4166666666666667
"IXTAPALUCA, E.M",201614,IXTP DISTRIBUCION IV,22,2,0.09090909090909091,24,10,0.4166666666666667
"MEXICALI, BCN.",215201,MXLI ZAPATERIA,12,1,0.08333333333333333,12,5,0.4166666666666667
"CHIHUAHUA, CHI",215412,CHUA RACK,12,0,0,12,5,0.4166666666666667
TEXCOCO EDO MEX,218224,,27,3,0.1111111111111111,29,12,0.41379310344827586
VILLAHERMOSA,156704,,47,4,0.0851063829787234,46,19,0.41304347826086957
"CUAUTLANCINGO, PUE",201208,,18,0,0,17,7,0.4117647058823529
"MONTERREY, N.L.",215510,,16,1,0.0625,17,7,0.4117647058823529
"CUAUTLANCINGO, PUE",201210,CTLG OPERACION EQ TRANSPORTE,39,1,0.02564102564102564,34,14,0.4117647058823529
"CUAUTLANCINGO, PUE",201208,CTLG PISO,17,0,0,17,7,0.4117647058823529
"TECAMAC, EDO ME",201807,,22,1,0.045454545454545456,22,9,0.4090909090909091
"GOMEZ PAL, DGO.",215801,GPLC ZAPATERIA,22,0,0,22,9,0.4090909090909091
TEXCOCO EDO MEX,218228,TXCC RESGUARDO,90,3,0.03333333333333333,88,36,0.4090909090909091
"MEXICALI, BCN.",220425,,22,1,0.045454545454545456,22,9,0.4090909090909091
"GOMEZ PAL, DGO.",215801,,22,0,0,22,9,0.4090909090909091
VILLAHERMOSA,200915,VLLH RACK,28,1,0.03571428571428571,27,11,0.4074074074074074
"TECAMAC, EDO ME",201854,,80,1,0.0125,74,30,0.40540540540540543
"TECAMAC, EDO ME",201854,TCMC EMBARQUES IMPORTACION,77,2,0.025974025974025976,74,30,0.40540540540540543
CULIACAN SIN.,200119,CLCN DESCARGA I,39,2,0.05128205128205128,42,17,0.40476190476190477
"TOLUCA, EDO MEX",202122,TOLC RACK,24,2,0.08333333333333333,25,10,0.4
"HERMOSILLO, SON",200220,HLLO BODEGA MUEBLES,5,1,0.2,5,2,0.4
PUERTO PE#ASCO,159101,,5,0,0,5,2,0.4
SAN ANDRES TUXTLA,162702,SNAT DISTRIBUCION FORANEO,5,1,0.2,5,2,0.4
"LOS MOCHIS, SIN",217309,LMCH STAFF BODEGA ROPA,9,0,0,10,4,0.4
CHETUMAL QROO,157701,CHTM DISTRIBUCION,11,0,0,10,4,0.4
TEXCOCO EDO MEX,218226,,20,0,0,20,8,0.4
TECAMAC,201845,,9,0,0,10,4,0.4
"CUAUTLANCINGO, PUE",201202,,21,2,0.09523809523809523,20,8,0.4
"LOS MOCHIS, SIN",201520,LMCH BODEGA MUEBLES,6,0,0,5,2,0.4
OAXACA OAXACA,157506,,0,0,0,5,2,0.4
TEXCOCO EDO MEX,218226,TXCC INVENTARIO,20,1,0.05,20,8,0.4
"LOS MOCHIS, SIN",201510,LMCH TALLER DE SERVICIOS 2,10,1,0.1,10,4,0.4
TLAQUEPAQUE,202204,TLQP TALLER DE SERVICIOS 3,21,0,0,20,8,0.4
"TIJUANA, BCN",153510,,6,0,0,5,2,0.4
"CABORCA, SON.",151401,CBRC DISTRIBUCION,5,0,0,5,2,0.4
CHETUMAL QROO,157701,,11,0,0,10,4,0.4
"LOS MOCHIS, SIN",201520,,6,0,0,5,2,0.4
"LA PAZ, BCS",216503,,5,0,0,5,2,0.4
"LA PAZ, BCS",153702,,4,1,0.25,5,2,0.4
"PUEBLA, PUEBLA.",216108,PBLA PICKING DOBLADO,30,0,0,30,12,0.4
CULIACAN SIN.,215107,CLCN COLGADO II,25,0,0,25,10,0.4
"HERMOSILLO, SON",200220,,5,0,0,5,2,0.4
HUAJUAPAN D LEON OAX,164702,HJPN DISTRIBUCION FORANEO,0,0,0,5,2,0.4
"CABORCA, SON.",151401,,5,0,0,5,2,0.4
TLAQUEPAQUE,218102,,20,0,0,20,8,0.4
TEXCOCO EDO MEX,218217,TXCC TALLER DE SERVICIOS 2,14,1,0.07142857142857142,10,4,0.4
GUADALAJARA JAL,153609,,5,0,0,5,2,0.4
"MAZATLAN, SIN.",150503,,5,0,0,5,2,0.4
"MAZATLAN, SIN.",150503,MZTN DISTRIBUCION FORANEO,5,0,0,5,2,0.4
"EMILIANO ZAPATA, TAB",166001,,10,0,0,10,4,0.4
CULIACAN SIN.,215118,CLCN ENVIO A CLIENTES,34,2,0.058823529411764705,35,14,0.4
AGUAPRIETA SON,159001,AGPT DISTRIBUCION,5,1,0.2,5,2,0.4
CULIACAN SIN.,200134,CLCN TALLER DE CELULARES,10,0,0,10,4,0.4
PUERTO PE#ASCO,159101,PPÑC DISTRIBUCION,5,1,0.2,5,2,0.4
TECAMAC,201845,TCMD LOTEO,9,1,0.1111111111111111,10,4,0.4
