Ciudad,# Centro,Centro,# Planta Mensual,# Bajas Mensual,% Rotación Mensual,Planta Promedio AM,# Bajas Anual Movil,Rotación AM
"TIJUANA, BCN",7601,TJNA 76 MUE CARDENAS,12,3,0.25,13,6,0.46153846153846156
NANCHITAL DE LAZARO,132301,NCHT 1323 MUE LAZARO C NANCHIT,13,1,0.07692307692307693,13,6,0.46153846153846156
SAN LUIS RIO CO,770301,SNRC 7703 MUE MONTERREY,13,1,0.07692307692307693,13,6,0.46153846153846156
"MEXICALI, BCN.",9001,,12,1,0.08333333333333333,13,6,0.46153846153846156
"YURIRIA, GTO",780002,,13,0,0,13,6,0.46153846153846156
VERACRUZ VER,110201,VRCZ 1102 MUE NUCLEO DEPORTIVO,13,1,0.07692307692307693,13,6,0.46153846153846156
CULIACAN SIN.,46901,,13,0,0,13,6,0.46153846153846156
"JIMENEZ, CHIH",112601,,13,0,0,13,6,0.46153846153846156
"JUANACATLAN,JAL",793502,JCTN 7935 ROP VILLAS ANDALUCIA,12,0,0,13,6,0.46153846153846156
"EL SALTO, DGO",776802,ELSO 7768 ROP PLAZA EL SALTO,12,0,0,13,6,0.46153846153846156
TLAXCO TLAXCALA,784901,,12,0,0,13,6,0.46153846153846156
BENITO JUAREZ QROO,26902,CNCN 269 ROP CRUCERO,13,1,0.07692307692307693,13,6,0.46153846153846156
"MONTERREY, N.L.",10801,,12,0,0,13,6,0.46153846153846156
CADEREYTA DE MONTES,777801,CDYT 7778 MUE MELCHOR OCAMPO,13,0,0,13,6,0.46153846153846156
"DURANGO, DGO.",126802,DRGO 1268 ROP COLOSIO,12,0,0,13,6,0.46153846153846156
SN FELIPE D PROGRESO,674301,#N/A,15,0,0,13,6,0.46153846153846156
EL ORO ESTADO DE MEX,666301,#N/A,11,1,0.09090909090909091,13,6,0.46153846153846156
SANTA ROSALIA,84502,STAR 845 ROP SANTA ROSALIA,12,0,0,13,6,0.46153846153846156
S CRISTOBAL CHI,68102,,12,0,0,13,6,0.46153846153846156
GENERAL ESCOBED,121102,,14,1,0.07142857142857142,13,6,0.46153846153846156
CUAUHTEMOC D.F.,657602,,13,1,0.07692307692307693,13,6,0.46153846153846156
S JOSE DEL CABO,666801,SNJC 6668 MUE PLAZA KABS,15,0,0,13,6,0.46153846153846156
ATIZAPAN DE ZAR,46402,ATZP 464 ROP LAGO DE GUADALUPE,13,0,0,13,6,0.46153846153846156
"TOLUCA, EDO MEX",15902,TOLC 159 ROP 5 DE MAYO,14,2,0.14285714285714285,13,6,0.46153846153846156
"TOLUCA, EDO MEX",44601,TOLC 446 MUE ENRIQUEZ,13,0,0,13,6,0.46153846153846156
GENERAL ESCOBED,121101,,11,2,0.18181818181818182,13,6,0.46153846153846156
"CD JUAREZ, CHIU",14202,CDJZ 142 ROP ZARAGOZA,12,1,0.08333333333333333,13,6,0.46153846153846156
CD DEL CARMEN,21301,,20,0,0,24,11,0.4583333333333333
ESCARCEGA,103701,ESCG 1037 MUE JUSTO GUERRA,22,1,0.045454545454545456,24,11,0.4583333333333333
"CD JUAREZ, CHIU",46702,,23,1,0.043478260869565216,24,11,0.4583333333333333
"CD JUAREZ, CHIU",46702,CDJZ 467 ROP INDEPENDENCIA,23,2,0.08695652173913043,24,11,0.4583333333333333
LAGOS DE MORENO,780302,,11,0,0,11,5,0.45454545454545453
LAGOS DE MORENO,780301,,11,0,0,11,5,0.45454545454545453
"CD JUAREZ, CHIU",766701,CDJZ 7667 MUE ALTA VISTA II,10,1,0.1,11,5,0.45454545454545453
"DURANGO, DGO.",6102,,12,2,0.16666666666666666,11,5,0.45454545454545453
LAGOS DE MORENO,780302,LMRN 7803 ROP PORTAL LAGOS DE,11,0,0,11,5,0.45454545454545453
LAGOS DE MORENO,780301,LMRN 7803 MUE PORTAL LAGOS DE,11,0,0,11,5,0.45454545454545453
"APASEO EL ALTO, GTO",768502,APEA 7685 ROP INDEPENDENCIA,13,1,0.07692307692307693,11,5,0.45454545454545453
VENUSTIANO C.DF,138102,,11,1,0.09090909090909091,11,5,0.45454545454545453
COACALCO DE BAR,143001,,13,1,0.07692307692307693,11,5,0.45454545454545453
CUAUTLA MORELOS,22001,,18,1,0.05555555555555555,22,10,0.45454545454545453
"ZACATECAS, ZAC",766301,,10,0,0,11,5,0.45454545454545453
"ZACATECAS, ZAC",766302,,11,2,0.18181818181818182,11,5,0.45454545454545453
GUADALAJARA JAL,14401,GDLJ 144 MUE ARBOLEDAS,12,0,0,11,5,0.45454545454545453
"PIEDRAS NEGRAS, COAH",28302,,28,1,0.03571428571428571,22,10,0.45454545454545453
PUERTO ESCONDIDO,650302,,22,0,0,22,10,0.45454545454545453
PUERTO ESCONDIDO,650302,PTOE 6503 ROP AV OAXACA,22,1,0.045454545454545456,22,10,0.45454545454545453
TLAJOMULCO DE Z,760701,,11,0,0,11,5,0.45454545454545453
"GUACHOCHI, CHIH",656302,GUHI 6563 ROP LAS GARZAS,10,0,0,11,5,0.45454545454545453
TLAJOMULCO DE Z,84701,,11,0,0,11,5,0.45454545454545453
"SOTO LA MARINA, TAM",796501,SMAR 7965 MUE SOTO LA MARINA,11,0,0,11,5,0.45454545454545453
"MONCLOVA, COAH.",769401,,11,1,0.09090909090909091,11,5,0.45454545454545453
TLAJOMULCO DE Z,130001,,11,0,0,11,5,0.45454545454545453
"ZAPOPAN, JAL.",115001,,10,1,0.1,11,5,0.45454545454545453
SAN LUIS POTOSI,53502,,10,2,0.2,11,5,0.45454545454545453
GUADALAJARA JAL,105002,,10,1,0.1,11,5,0.45454545454545453
"GOMEZ PAL, DGO.",777301,,11,0,0,11,5,0.45454545454545453
GUSTAVO A MADERO DF,763101,GAMD 7631 MUE VISTA NORTE,11,0,0,11,5,0.45454545454545453
GUADALAJARA JAL,14401,,11,1,0.09090909090909091,11,5,0.45454545454545453
"ZACUALTIPAN, HIDALGO",775001,,11,0,0,11,5,0.45454545454545453
"MAZATLAN, SIN.",100202,,12,0,0,11,5,0.45454545454545453
"BALANCAN, TAB",124302,,11,0,0,11,5,0.45454545454545453
"CHIHUAHUA, CHI",18201,,11,0,0,11,5,0.45454545454545453
"EL SALTO, DGO",776801,ELSO 7768 MUE PLAZA EL SALTO,11,1,0.09090909090909091,11,5,0.45454545454545453
TAMAZULA DE GORDIANO,108301,TMZL 1083 MUE CORONA,11,0,0,11,5,0.45454545454545453
"MONCLOVA, COAH.",769402,MNCV 7694 ROP PASEO MONCLOVA,10,2,0.2,11,5,0.45454545454545453
CHETUMAL QROO,95302,CHTM 953 ROP HEROES,10,0,0,11,5,0.45454545454545453
"GOMEZ PAL, DGO.",777301,GPLC 7773 MUE FILADELFIA,10,1,0.1,11,5,0.45454545454545453
"SOTO LA MARINA, TAM",796501,,11,0,0,11,5,0.45454545454545453
ATIZAPAN DE ZAR,83401,ATZP 834 IGNACIO ZARAGOZA,11,0,0,11,5,0.45454545454545453
NAUCALPAN EDO MEX,144601,,11,0,0,11,5,0.45454545454545453
NAUCALPAN EDO MEX,770602,,11,0,0,11,5,0.45454545454545453
ATIZAPAN DE ZAR,83401,,11,2,0.18181818181818182,11,5,0.45454545454545453
"NAOLINCO, VER",149701,,11,0,0,11,5,0.45454545454545453
"ENSENADA, BCN",11002,ENSD 110 ROP JUAREZ VI,29,1,0.034482758620689655,31,14,0.45161290322580644
HUAMANTLA,49302,HMTL 493 ROP MORELOS,19,1,0.05263157894736842,20,9,0.45
STA ANA CHIAUTE,38702,STCH 387 ROP SALDAÑA,20,0,0,20,9,0.45
"TEPEACA, PUE",89702,TPCA 897 ROP CUAUHTEMOC,23,1,0.043478260869565216,20,9,0.45
TUXTLA GUTIERRE,33601,TXGT 336 MUE PRIMERA PONIENTE,17,0,0,20,9,0.45
"CD JUAREZ, CHIU",665702,,18,0,0,20,9,0.45
HUAMANTLA,49302,,19,0,0,20,9,0.45
"CD JUAREZ, CHIU",665702,CDJZ 6657 ROP TALAMAS,18,1,0.05555555555555555,20,9,0.45
STA ANA CHIAUTE,38702,,20,1,0.05,20,9,0.45
"TOLUCA, EDO MEX",6401,TOLC 64 MUE JUAREZ II,19,0,0,20,9,0.45
"IRAPUATO, GTO.",8502,,17,2,0.11764705882352941,18,8,0.4444444444444444
COACALCO DE BAR,661202,CCLC 6612 ROP COACALCO,9,0,0,9,4,0.4444444444444444
CUAUTITLAN RR,123602,,7,0,0,9,4,0.4444444444444444
CUAUTITLAN RR,123602,CTLN 1236 ROP PLAZA CENTELLA,7,0,0,9,4,0.4444444444444444
SALINA CRUZ OAX,761102,,17,0,0,18,8,0.4444444444444444
COACALCO DE BAR,661202,,8,1,0.125,9,4,0.4444444444444444
NEZAHUALCOYOTL,794801,#N/A,11,0,0,9,4,0.4444444444444444
"CD OBREGON, SON",62302,,9,1,0.1111111111111111,9,4,0.4444444444444444
"YAHUALICA, JAL",650502,,8,0,0,9,4,0.4444444444444444
SALINA CRUZ OAX,761102,SCRZ 7611 ROP SALINA CRUZ,17,1,0.058823529411764705,18,8,0.4444444444444444
"TIJUANA, BCN",34102,,25,2,0.08,27,12,0.4444444444444444
"TIJUANA, BCN",667302,,12,0,0,18,8,0.4444444444444444
"TEMIXCO, MORELOS",86901,TMXC 869 MUE HACIENDA,15,1,0.06666666666666667,18,8,0.4444444444444444
"PATZCUARO, MICH",94402,,18,0,0,18,8,0.4444444444444444
CULIACAN SIN.,46902,,16,0,0,18,8,0.4444444444444444
"TIJUANA, BCN",667302,TJNA 6673 ROP MACLOVIO ROJAS,12,0,0,18,8,0.4444444444444444
ATLACOMULCO,143502,,9,0,0,9,4,0.4444444444444444
"RINCONADA, VER",656902,RIDA 6569 ROP INDEPENDENCIA,9,0,0,9,4,0.4444444444444444
"CORDOBA, VER.",50001,,17,0,0,18,8,0.4444444444444444
XICOTEPEC DE JUAREZ,111001,,19,1,0.05263157894736842,18,8,0.4444444444444444
"MEXICALI, BCN.",2902,MXLI 29 ROP CACHANILLA II,20,0,0,27,12,0.4444444444444444
"CORDOBA, VER.",50001,CRDB 500 MUE AVENIDA 11,17,0,0,18,8,0.4444444444444444
PEDRO ESCOBEDO,673101,#N/A,12,1,0.08333333333333333,9,4,0.4444444444444444
"MONTERREY, N.L.",24701,,9,1,0.1111111111111111,9,4,0.4444444444444444
"MERIDA, YUCATAN",23102,,18,2,0.1111111111111111,18,8,0.4444444444444444
TLATLAUQUITEPEC,94101,,18,0,0,18,8,0.4444444444444444
"PATZCUARO, MICH",94402,PTZC 944 ROP CARDENAS,18,0,0,18,8,0.4444444444444444
CABO SAN LUCAS,300450,CSLC INVENTARIOS ZONA I,8,1,0.125,9,4,0.4444444444444444
CULIACAN SIN.,46902,CLCN 469 ROP LAS TORRES,16,1,0.0625,18,8,0.4444444444444444
CD DEL CARMEN,21301,CDCN 213 MUE CARMEN,22,0,0,25,11,0.44
COMITAN D D CHI,32601,,23,0,0,25,11,0.44
"URIANGATO, GTO",47401,URGT 474 MUE GALERIAS,17,1,0.058823529411764705,16,7,0.4375
"ALTAMIRA, TAM",91702,,16,0,0,16,7,0.4375
AGUASCALIENTES,39702,AGCS 397 ROP ASUNCION,15,0,0,16,7,0.4375
VILLA VICTORIA,791101,,16,0,0,16,7,0.4375
"IXTAPALUCA, E.M",22601,,14,0,0,16,7,0.4375
"URIANGATO, GTO",47401,,17,0,0,16,7,0.4375
"XALAPA,VERACRUZ",784502,XLPA 7845 ROP SAYAGO,12,1,0.08333333333333333,16,7,0.4375
"XALAPA,VERACRUZ",28701,XLPA 287 MUE PLAZA NEZA,16,1,0.0625,16,7,0.4375
SALINA CRUZ OAX,43001,,16,1,0.0625,16,7,0.4375
CUAJIMALPA D.F.,22401,CJMP 224 MUE JUAREZ,14,1,0.07142857142857142,16,7,0.4375
TAMAZUNCHALE,105702,,17,3,0.17647058823529413,16,7,0.4375
"MISANTLA, VER",93602,,15,1,0.06666666666666667,16,7,0.4375
"ALTAMIRA, TAM",91702,ALTM 917 ROP PUERTO INDUSTRIAL,16,0,0,16,7,0.4375
"GUASAVE, SIN.",682002,,17,2,0.11764705882352941,16,7,0.4375
"XALISCO, NAY",87002,,17,1,0.058823529411764705,16,7,0.4375
CUAUTLA MORELOS,22002,CTLA 220 ROP ARTILLERO,16,0,0,16,7,0.4375
SAN NICOLAS N.L,8702,SNNG 87 ROP SNG STO DOMING,15,1,0.06666666666666667,16,7,0.4375
"MATEHUALA, SLP",94602,,16,0,0,16,7,0.4375
AGUASCALIENTES,39702,,17,1,0.058823529411764705,16,7,0.4375
"COMALCALCO, TAB",32901,CMLC 329 MUE LOPEZ MATEOS,16,3,0.1875,16,7,0.4375
HUEHUETOCA,94001,,15,0,0,16,7,0.4375
SANTIAGO PAPASQUIARO,89002,,14,0,0,16,7,0.4375
SAN LUIS RIO CO,39401,,16,2,0.125,16,7,0.4375
"MINATITLAN, VER",794302,#N/A,16,0,0,16,7,0.4375
"NOGALES, SONORA",28101,NGLS 281 MUE COLOSIO,17,0,0,16,7,0.4375
"XALAPA,VERACRUZ",28701,,16,0,0,16,7,0.4375
SANTIAGO PAPASQUIARO,89002,SNPP 890 ROP HIDALGO,14,0,0,16,7,0.4375
"DURANGO, DGO.",12901,DRGO 129 MUE JARDINES,15,0,0,16,7,0.4375
VILLA VICTORIA,791101,VLLV 7911 MUE VILLA VICTORIA,15,1,0.06666666666666667,16,7,0.4375
CUAUHTEMOC D.F.,98302,,14,0,0,16,7,0.4375
A. OBREGON D.F.,141101,,17,2,0.11764705882352941,16,7,0.4375
HUEHUETOCA,94001,HHTA 940 MUE PLAZA LA CABA#A,15,0,0,16,7,0.4375
ECATEPEC DE MOR,143201,,24,0,0,23,10,0.43478260869565216
"TORREON, COAH.",2702,,24,2,0.08333333333333333,23,10,0.43478260869565216
"MINATITLAN, VER",14301,MNTN 143 MUE HIDALGO,19,0,0,23,10,0.43478260869565216
LAZARO CARDENAS,13302,,24,1,0.041666666666666664,23,10,0.43478260869565216
"MARAVATIO, MICH",101401,MRVT 1014 MUE LIBRAMIENTO,23,1,0.043478260869565216,23,10,0.43478260869565216
"TANTOYUCA, VER",32501,,23,2,0.08695652173913043,23,10,0.43478260869565216
"DURANGO, DGO.",308103,,5,0,0,7,3,0.42857142857142855
"TANGANCICUARO, MICH",82101,TGCC 821 TANGACICUARO,12,1,0.08333333333333333,14,6,0.42857142857142855
CHIMALHUACAN EM,61602,CHCN 616 CHIMALHUACAN,8,1,0.125,7,3,0.42857142857142855
"TIJUANA, BCN",17901,,13,0,0,14,6,0.42857142857142855
"POZA RICA, VER.",772602,PZRC 7726 ROP RUIZ CORTINEZ,14,1,0.07142857142857142,14,6,0.42857142857142855
"POZA RICA, VER.",87401,PZRC MUE 874 GRAN PATIO,14,0,0,14,6,0.42857142857142855
"PACHUCA,HIDALGO",19401,,21,1,0.047619047619047616,21,9,0.42857142857142855
"ZIMAPAN, HIDALGO",112902,ZMPN 1129 ROP COLEGIO MILITAR,7,0,0,7,3,0.42857142857142855
FRANCISCO I MADERO,128902,,13,1,0.07692307692307693,14,6,0.42857142857142855
"LEON, GTO.",104402,,7,0,0,7,3,0.42857142857142855
"TECAMAC, EDO ME",70302,TCMC 703 OZUMBILLA,7,1,0.14285714285714285,7,3,0.42857142857142855
"TECAMAC, EDO ME",61302,TCMC 613 PLAZA MEXIQUENSE,7,0,0,7,3,0.42857142857142855
"TECAMAC, EDO ME",653101,TCMC 6531 MUE SIERRA HERMOSA,14,0,0,14,6,0.42857142857142855
"CELAYA, GTO.",16201,,14,0,0,14,6,0.42857142857142855
BAHIA DE BANDERAS,109302,BDBN 1093 ROP LAGO REAL,14,1,0.07142857142857142,14,6,0.42857142857142855
LA PEÑITA DE JALTEMB,783601,LPÑJ 7836 MUE GUAYABITOS,14,0,0,14,6,0.42857142857142855
"TALA, JAL",777102,TALA 7771 ROP TALA,7,1,0.14285714285714285,7,3,0.42857142857142855
"TAMUIN, SLP",771202,TAIN 7712 ROP RAYON,7,1,0.14285714285714285,7,3,0.42857142857142855
"ENSENADA, BCN",300436,,5,1,0.2,7,3,0.42857142857142855
CABO SAN LUCAS,99002,,7,0,0,7,3,0.42857142857142855
"RIO VERDE, SLP",90301,RVDE 903 MUE PLAZA PRINCIPAL,21,1,0.047619047619047616,21,9,0.42857142857142855
MARTINEZ DE TOR,60702,,6,1,0.16666666666666666,7,3,0.42857142857142855
PASO DE OVEJAS,113302,,6,1,0.16666666666666666,7,3,0.42857142857142855
"POZA RICA, VER.",772602,,14,0,0,14,6,0.42857142857142855
"LA PAZ, BCS",782601,,13,1,0.07692307692307693,14,6,0.42857142857142855
ECATEPEC DE MOR,74902,,7,0,0,7,3,0.42857142857142855
S JOSE DEL CABO,761801,,13,1,0.07692307692307693,14,6,0.42857142857142855
"LEON, GTO.",104402,LEON 1044 ROP TORRES LANDA,7,0,0,7,3,0.42857142857142855
OZUMBA,99501,,13,0,0,14,6,0.42857142857142855
"CELAYA, GTO.",16201,CLYA 162 MUE CELAYA,14,1,0.07142857142857142,14,6,0.42857142857142855
TEZIUTLAN,767602,TZTL 7676 ROP PLAZA EDEN,13,0,0,14,6,0.42857142857142855
"URUAPAN, MICH.",129502,,14,2,0.14285714285714285,14,6,0.42857142857142855
GUADALAJARA JAL,51102,GDLJ 511 -135 CANADA SAN,6,0,0,7,3,0.42857142857142855
GUADALAJARA JAL,50302,GDLJ 503 -122 CANADA JUAR,7,0,0,7,3,0.42857142857142855
"PUEBLA, PUEBLA.",126302,PBLA 1263 ROP SAN PEDRO,6,0,0,7,3,0.42857142857142855
"XOCHIMILCO, D.F",56702,XOCH 567 -397 CANADA XOCH,7,0,0,7,3,0.42857142857142855
"TORREON, COAH.",24502,,14,0,0,14,6,0.42857142857142855
"TAMUIN, SLP",771202,,7,0,0,7,3,0.42857142857142855
AGUAPRIETA SON,356907,,6,0,0,7,3,0.42857142857142855
TLAHUAC D.F.,764201,TLHC 7642 MUE PZA JUAN DE DIOS,15,0,0,14,6,0.42857142857142855
"TONALA,JALISCO",17601,,14,0,0,14,6,0.42857142857142855
"ISLA, VERACRUZ",71702,ISLA 717 RAUL SANDOVAL,7,0,0,7,3,0.42857142857142855
OXKUTZCAB,120901,,14,0,0,14,6,0.42857142857142855
IZTAPALAPA D.F.,31001,IZTP 310 MUE SANTA MARTHA,15,0,0,14,6,0.42857142857142855
"TANGANCICUARO, MICH",82101,,12,0,0,14,6,0.42857142857142855
ALAMO TEMAPACHE,300678,,6,0,0,7,3,0.42857142857142855
"SAHUAYO, MICHOA",81201,,13,1,0.07692307692307693,14,6,0.42857142857142855
TEJUPILCO EDO MEX,48902,,14,0,0,14,6,0.42857142857142855
OZUMBA,99501,OZMB 995 MUE ALZATE,13,1,0.07692307692307693,14,6,0.42857142857142855
SN FELIPE D PROGRESO,674301,,15,0,0,14,6,0.42857142857142855
"CD GUZMAN, JAL",50402,,7,1,0.14285714285714285,7,3,0.42857142857142855
"MATAMOROS, TAM.",659102,MTMS 6591 ROP PATIO MATAMOROS,7,0,0,7,3,0.42857142857142855
"REYNOSA, TAM.",85702,RYNS 857 ROP PERIFERICO,29,1,0.034482758620689655,28,12,0.42857142857142855
"CAMPECHE, CAMPE",101902,,15,0,0,14,6,0.42857142857142855
"TEPEACA, PUE",89702,,23,0,0,21,9,0.42857142857142855
"RIO GRANDE, ZACATECA",123701,,12,0,0,14,6,0.42857142857142855
CARMEN N.L.,777701,ECMN 7777 MUE BUENAVISTA,15,0,0,14,6,0.42857142857142855
"TALA, JAL",777102,,6,0,0,7,3,0.42857142857142855
LA PEÑITA DE JALTEMB,783601,,14,0,0,14,6,0.42857142857142855
SALINAS VICTORIA NL,72702,SVIC 727 MIRAPLAZA,7,0,0,7,3,0.42857142857142855
GUADALAJARA JAL,97902,,14,2,0.14285714285714285,14,6,0.42857142857142855
"IXTAPALUCA, E.M",74502,IXTP 745 ZARAGOZA,2,0,0,7,3,0.42857142857142855
"IXTAPALUCA, E.M",44701,IXTP MUE 447 PLAZA SENDERO,14,0,0,14,6,0.42857142857142855
GUADALAJARA JAL,51102,,6,0,0,7,3,0.42857142857142855
CIUDAD HIDALGO CHIAP,664002,,12,0,0,14,6,0.42857142857142855
"MONTERREY, N.L.",49601,MTRY 496 MUE MITRAS,13,1,0.07692307692307693,14,6,0.42857142857142855
AGUAPRIETA SON,356907,AGPT INVENTARIOS ZONA I,6,1,0.16666666666666666,7,3,0.42857142857142855
CULIACAN SIN.,63302,CLCN 633 -642 CANADA CUL,7,0,0,7,3,0.42857142857142855
"ENSENADA, BCN",11001,ENSD 110 MUE JUAREZ VI,19,0,0,21,9,0.42857142857142855
CULIACAN SIN.,202,,38,1,0.02631578947368421,7,3,0.42857142857142855
"CD OBREGON, SON",13102,CDOB 131 ROP ELIAS CALLES,14,0,0,14,6,0.42857142857142855
HUIMANGUILLO TA,33402,HMGO 334 ROP JUAREZ,16,0,0,14,6,0.42857142857142855
CUNDUACAN TABAS,35502,CNDN 355 ROP UNIVERSIDAD,15,2,0.13333333333333333,14,6,0.42857142857142855
TAPACHULA CHIAP,58602,TPCH 586 -516 CANADA TAPA,7,0,0,7,3,0.42857142857142855
"PUEBLA, PUEBLA.",663401,,13,0,0,14,6,0.42857142857142855
"TECAMAC, EDO ME",70302,,7,0,0,7,3,0.42857142857142855
"TEPEJI D RIO D O,HGO",300417,,6,0,0,7,3,0.42857142857142855
CULIACAN SIN.,20401,CLCN 204 MUE HUMAYA,13,0,0,14,6,0.42857142857142855
"ISLA, VERACRUZ",71702,,8,0,0,7,3,0.42857142857142855
"QUERETARO, QRO.",55102,,7,0,0,7,3,0.42857142857142855
ZACATLAN D L MA,656702,,7,0,0,7,3,0.42857142857142855
"CATEMACO, VERACRUZ",76702,CTMO 767 ROP CARRANZA,7,0,0,7,3,0.42857142857142855
NAUCALPAN EDO MEX,140801,NCPN 1408 MUE SAN ESTEBAN,14,1,0.07142857142857142,14,6,0.42857142857142855
CUAUTITLAN IZCA,17301,,14,0,0,14,6,0.42857142857142855
BENITO JUAREZ QROO,26801,,12,1,0.08333333333333333,14,6,0.42857142857142855
OXKUTZCAB,120901,OKTB 1209 MUE ERMITA,14,1,0.07142857142857142,14,6,0.42857142857142855
ESCARCEGA,103702,ESCG 1037 ROP JUSTO GUERRA,20,2,0.1,21,9,0.42857142857142855
"XALAPA,VERACRUZ",72902,,6,2,0.3333333333333333,7,3,0.42857142857142855
"MONTERREY, N.L.",49601,,14,0,0,14,6,0.42857142857142855
"CD JUAREZ, CHIU",658602,,14,0,0,14,6,0.42857142857142855
AZCAPOTZALCO DF,119902,AZCP 1199 ROP EL ROSARIO,6,1,0.16666666666666666,7,3,0.42857142857142855
CHIMALHUACAN EM,61602,,8,0,0,7,3,0.42857142857142855
VILLAHERMOSA,67602,,6,3,0.5,7,3,0.42857142857142855
"PIEDRAS NEGRAS, COAH",28302,PNGS 283 ROP PLAZA FIESTA,20,3,0.15,21,9,0.42857142857142855
"XALAPA,VERACRUZ",137101,,15,0,0,14,6,0.42857142857142855
"DURANGO, DGO.",308103,DRGO ZONA III,4,1,0.25,7,3,0.42857142857142855
NICOLAS ROMERO E MEX,108001,,13,1,0.07692307692307693,14,6,0.42857142857142855
AUTLAN DE NAVARRO,96801,ATLN 968 MUE CORONA,22,1,0.045454545454545456,21,9,0.42857142857142855
NAUCALPAN EDO MEX,140801,,13,1,0.07692307692307693,14,6,0.42857142857142855
"PURUANDIRO, MICH",121801,PRND 1218 MUE VILLALONGIN,13,0,0,14,6,0.42857142857142855
MUGICA MICH,127302,MGCA 1273 ROP CARDENAS,15,0,0,14,6,0.42857142857142855
NAUCALPAN EDO MEX,124701,,7,1,0.14285714285714285,7,3,0.42857142857142855
"CAMPECHE, CAMPE",101902,CMPE 1019 ROP SAN RAFAEL,14,1,0.07142857142857142,14,6,0.42857142857142855
TAPACHULA CHIAP,58602,,7,0,0,7,3,0.42857142857142855
"TEPEJI D RIO D O,HGO",300417,TPJI INVENTARIOS ZONA I,6,0,0,7,3,0.42857142857142855
"EL FUERTE, SIN",37401,FRTE 374 MUE OBREGON,14,1,0.07142857142857142,14,6,0.42857142857142855
SAN RAFAEL VERACRUZ,663801,,15,0,0,14,6,0.42857142857142855
"CD JUAREZ, CHIU",786302,CDJZ 7863 ROP SENDERO LAS TORR,21,0,0,21,9,0.42857142857142855
GUSTAVO A MADERO DF,664201,,10,1,0.1,7,3,0.42857142857142855
"CD MADERO, TAMA",100902,,13,1,0.07692307692307693,14,6,0.42857142857142855
S JOSE DEL CABO,761801,SNJC 7618 MUE VISTA HERMOSA,14,0,0,14,6,0.42857142857142855
LERMA DE VILLADA EDM,33901,LERM 339 MUE SENDERO,19,1,0.05263157894736842,21,9,0.42857142857142855
"REYNOSA, TAM.",85702,,29,1,0.034482758620689655,28,12,0.42857142857142855
CABO SAN LUCAS,99002,CSLC 990 ROP CABO NORTE,7,0,0,7,3,0.42857142857142855
CABO SAN LUCAS,793801,CSLC 7938 MUE PASEO PACIFICO,13,0,0,14,6,0.42857142857142855
"TOLUCA, EDO MEX",108202,TOLC 1082 ROP COLON,6,0,0,7,3,0.42857142857142855
ATIZAPAN DE ZAR,761302,,14,1,0.07142857142857142,14,6,0.42857142857142855
"MAPASTEPEC, CHIAPAS",659602,,15,0,0,14,6,0.42857142857142855
CD DEL CARMEN,49502,,14,1,0.07142857142857142,14,6,0.42857142857142855
HUIMANGUILLO TA,33402,,16,1,0.0625,14,6,0.42857142857142855
"GOMEZ PAL, DGO.",79902,,6,1,0.16666666666666666,7,3,0.42857142857142855
A. OBREGON D.F.,141102,,14,0,0,14,6,0.42857142857142855
"GUASAVE, SIN.",101801,GSVE 1018 MUE BAMOA,13,0,0,14,6,0.42857142857142855
AZCAPOTZALCO DF,119902,,7,0,0,7,3,0.42857142857142855
"GUASAVE, SIN.",801,GSVE 8 MUE CARRASCO,26,0,0,28,12,0.42857142857142855
CIUDAD HIDALGO CHIAP,664002,CDHO 6640 ROP CIUDAD HIDALGO,12,0,0,14,6,0.42857142857142855
CUNDUACAN TABAS,35502,,14,1,0.07142857142857142,14,6,0.42857142857142855
TEXCOCO EDO MEX,70502,,8,1,0.125,7,3,0.42857142857142855
COMITAN D D CHI,780801,,13,1,0.07692307692307693,14,6,0.42857142857142855
ALAMO TEMAPACHE,300678,ALMT INVENTARIOS ZONA I,6,1,0.16666666666666666,7,3,0.42857142857142855
"OCOSINGO, CHIAPAS",100801,OCSG 1008 MUE PERIFERICO,20,1,0.05,21,9,0.42857142857142855
ZACATLAN D L MA,656702,ZCTL 6567 ROP FRANCISCO COSIO,7,0,0,7,3,0.42857142857142855
CARLOS A CARRILLO VE,772402,,7,2,0.2857142857142857,7,3,0.42857142857142855
"TEPIC, NAY",2102,TPIC 21 ROP PUEBLA,41,3,0.07317073170731707,40,17,0.425
AGUAPRIETA SON,24002,AGPT 240 ROP CALLE 13,24,2,0.08333333333333333,26,11,0.4230769230769231
"CHIHUAHUA, CHI",21002,CHUA 210 ROP FUENTES MARES,27,0,0,26,11,0.4230769230769231
COMITAN D D CHI,32601,CMTN 326 MUE DOMINGUEZ,22,2,0.09090909090909091,26,11,0.4230769230769231
"CHIHUAHUA, CHI",21002,,26,1,0.038461538461538464,26,11,0.4230769230769231
"CD JUAREZ, CHIU",102,,24,3,0.125,26,11,0.4230769230769231
"DOLORES HIDALGO,GTO",38401,,18,1,0.05555555555555555,19,8,0.42105263157894735
"NAVOJOA, SON.",11902,,18,1,0.05555555555555555,19,8,0.42105263157894735
"CD SERDAN, PUEBLA",102301,CDSN 1023 MUE REVOLUCION,19,0,0,19,8,0.42105263157894735
"TLAXIACO, OAX",108101,TLXI 1081 MUE HIPODROMO,18,2,0.1111111111111111,19,8,0.42105263157894735
